"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Deck","HasCabin","Fam","IsAlone","Adult"
"365",0,3,"male",63,1,0,15.5,"Q","Mr","Z",0,2,0,1
"366",0,3,"male",30,0,0,7.25,"S","Mr","Z",0,1,1,1
"367",1,1,"female",60,1,0,75.25,"C","Mrs","D",1,2,0,1
"368",1,3,"female",24,0,0,7.2292,"C","Mrs","Z",0,1,1,1
"369",1,3,"female",14,0,0,7.75,"Q","Miss","Z",0,1,1,0
"370",1,1,"female",24,0,0,69.3,"C","Mrs","B",1,1,1,1
"371",1,1,"male",25,1,0,55.4417,"C","Mr","E",1,2,0,1
"372",0,3,"male",18,1,0,6.4958,"S","Mr","Z",0,2,0,1
"373",0,3,"male",19,0,0,8.05,"S","Mr","Z",0,1,1,1
"374",0,1,"male",22,0,0,135.6333,"C","Mr","Z",0,1,1,1
"375",0,3,"female",3,3,1,21.075,"S","Miss","Z",0,5,0,0
"376",1,1,"female",51,1,0,82.1708,"C","Mrs","Z",0,2,0,1
"377",1,3,"female",22,0,0,7.25,"S","Miss","Z",0,1,1,1
"378",0,1,"male",27,0,2,211.5,"C","Mr","C",1,3,0,1
"379",0,3,"male",20,0,0,4.0125,"C","Mr","Z",0,1,1,1
"380",0,3,"male",19,0,0,7.775,"S","Mr","Z",0,1,1,1
"381",1,1,"female",42,0,0,227.525,"C","Miss","Z",0,1,1,1
"382",1,3,"female",1,0,2,15.7417,"C","Miss","Z",0,3,0,0
"383",0,3,"male",32,0,0,7.925,"S","Mr","Z",0,1,1,1
"384",1,1,"female",35,1,0,52,"S","Mrs","Z",0,2,0,1
"385",0,3,"male",31,0,0,7.8958,"S","Mr","Z",0,1,1,1
"386",0,2,"male",18,0,0,73.5,"S","Mr","Z",0,1,1,1
"387",0,3,"male",1,5,2,46.9,"S","Master","Z",0,8,0,0
"388",1,2,"female",36,0,0,13,"S","Miss","Z",0,1,1,1
"389",0,3,"male",36,0,0,7.7292,"Q","Mr","Z",0,1,1,1
"390",1,2,"female",17,0,0,12,"C","Miss","Z",0,1,1,0
"391",1,1,"male",36,1,2,120,"S","Mr","B",1,4,0,1
"392",1,3,"male",21,0,0,7.7958,"S","Mr","Z",0,1,1,1
"393",0,3,"male",28,2,0,7.925,"S","Mr","Z",0,3,0,1
"394",1,1,"female",23,1,0,113.275,"C","Miss","D",1,2,0,1
"395",1,3,"female",24,0,2,16.7,"S","Mrs","G",1,3,0,1
"396",0,3,"male",22,0,0,7.7958,"S","Mr","Z",0,1,1,1
"397",0,3,"female",31,0,0,7.8542,"S","Miss","Z",0,1,1,1
"398",0,2,"male",46,0,0,26,"S","Mr","Z",0,1,1,1
"399",0,2,"male",23,0,0,10.5,"S","Mr","Z",0,1,1,1
"400",1,2,"female",28,0,0,12.65,"S","Mrs","Z",0,1,1,1
"401",1,3,"male",39,0,0,7.925,"S","Mr","Z",0,1,1,1
"402",0,3,"male",26,0,0,8.05,"S","Mr","Z",0,1,1,1
"403",0,3,"female",21,1,0,9.825,"S","Miss","Z",0,2,0,1
"404",0,3,"male",28,1,0,15.85,"S","Mr","Z",0,2,0,1
"405",0,3,"female",20,0,0,8.6625,"S","Miss","Z",0,1,1,1
"406",0,2,"male",34,1,0,21,"S","Mr","Z",0,2,0,1
"407",0,3,"male",51,0,0,7.75,"S","Mr","Z",0,1,1,1
"408",1,2,"male",3,1,1,18.75,"S","Master","Z",0,3,0,0
"409",0,3,"male",21,0,0,7.775,"S","Mr","Z",0,1,1,1
"410",0,3,"female",5,3,1,25.4667,"S","Miss","Z",0,5,0,0
"411",0,3,"male",18,0,0,7.8958,"S","Mr","Z",0,1,1,1
"412",0,3,"male",36,0,0,6.8583,"Q","Mr","Z",0,1,1,1
"413",1,1,"female",33,1,0,90,"Q","Miss","C",1,2,0,1
"414",0,2,"male",44,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"415",1,3,"male",44,0,0,7.925,"S","Mr","Z",0,1,1,1
"416",0,3,"female",29,0,0,8.05,"S","Mrs","Z",0,1,1,1
"417",1,2,"female",34,1,1,32.5,"S","Mrs","Z",0,3,0,1
"418",1,2,"female",18,0,2,13,"S","Miss","Z",0,3,0,1
"419",0,2,"male",30,0,0,13,"S","Mr","Z",0,1,1,1
"420",0,3,"female",10,0,2,24.15,"S","Miss","Z",0,3,0,0
"421",0,3,"male",36,0,0,7.8958,"C","Mr","Z",0,1,1,1
"422",0,3,"male",21,0,0,7.7333,"Q","Mr","Z",0,1,1,1
"423",0,3,"male",29,0,0,7.875,"S","Mr","Z",0,1,1,1
"424",0,3,"female",28,1,1,14.4,"S","Mrs","Z",0,3,0,1
"425",0,3,"male",18,1,1,20.2125,"S","Mr","Z",0,3,0,1
"426",0,3,"male",22,0,0,7.25,"S","Mr","Z",0,1,1,1
"427",1,2,"female",28,1,0,26,"S","Mrs","Z",0,2,0,1
"428",1,2,"female",19,0,0,26,"S","Mrs","Z",0,1,1,1
"429",0,3,"male",19,0,0,7.75,"Q","Mr","Z",0,1,1,1
"430",1,3,"male",32,0,0,8.05,"S","Mr","E",1,1,1,1
"431",1,1,"male",28,0,0,26.55,"S","Mr","C",1,1,1,1
"432",1,3,"female",22,1,0,16.1,"S","Mrs","Z",0,2,0,1
"433",1,2,"female",42,1,0,26,"S","Mrs","Z",0,2,0,1
"434",0,3,"male",17,0,0,7.125,"S","Mr","Z",0,1,1,0
"435",0,1,"male",50,1,0,55.9,"S","Mr","E",1,2,0,1
"436",1,1,"female",14,1,2,120,"S","Miss","B",1,4,0,0
"437",0,3,"female",21,2,2,34.375,"S","Miss","Z",0,5,0,1
"438",1,2,"female",24,2,3,18.75,"S","Mrs","Z",0,6,0,1
"439",0,1,"male",64,1,4,263,"S","Mr","C",1,6,0,1
"440",0,2,"male",31,0,0,10.5,"S","Mr","Z",0,1,1,1
"441",1,2,"female",45,1,1,26.25,"S","Mrs","Z",0,3,0,1
"442",0,3,"male",20,0,0,9.5,"S","Mr","Z",0,1,1,1
"443",0,3,"male",25,1,0,7.775,"S","Mr","Z",0,2,0,1
"444",1,2,"female",28,0,0,13,"S","Miss","Z",0,1,1,1
"445",1,3,"male",22,0,0,8.1125,"S","Mr","Z",0,1,1,1
"446",1,1,"male",4,0,2,81.8583,"S","Master","A",1,3,0,0
"447",1,2,"female",13,0,1,19.5,"S","Miss","Z",0,2,0,0
"448",1,1,"male",34,0,0,26.55,"S","Mr","Z",0,1,1,1
"449",1,3,"female",5,2,1,19.2583,"C","Miss","Z",0,4,0,0
"450",1,1,"male",52,0,0,30.5,"S","Mr","C",1,1,1,1
"451",0,2,"male",36,1,2,27.75,"S","Mr","Z",0,4,0,1
"452",0,3,"male",54,1,0,19.9667,"S","Mr","Z",0,2,0,1
"453",0,1,"male",30,0,0,27.75,"C","Mr","C",1,1,1,1
"454",1,1,"male",49,1,0,89.1042,"C","Mr","C",1,2,0,1
"455",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"456",1,3,"male",29,0,0,7.8958,"C","Mr","Z",0,1,1,1
"457",0,1,"male",65,0,0,26.55,"S","Mr","E",1,1,1,1
"458",1,1,"female",39,1,0,51.8625,"S","Mrs","D",1,2,0,1
"459",1,2,"female",50,0,0,10.5,"S","Miss","Z",0,1,1,1
"460",0,3,"male",36,0,0,7.75,"Q","Mr","Z",0,1,1,1
"461",1,1,"male",48,0,0,26.55,"S","Mr","E",1,1,1,1
"462",0,3,"male",34,0,0,8.05,"S","Mr","Z",0,1,1,1
"463",0,1,"male",47,0,0,38.5,"S","Mr","E",1,1,1,1
"464",0,2,"male",48,0,0,13,"S","Mr","Z",0,1,1,1
"465",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"466",0,3,"male",38,0,0,7.05,"S","Mr","Z",0,1,1,1
"467",0,2,"male",28,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"468",0,1,"male",56,0,0,26.55,"S","Mr","Z",0,1,1,1
"469",0,3,"male",31,0,0,7.725,"Q","Mr","Z",0,1,1,1
"470",1,3,"female",0.75,2,1,19.2583,"C","Miss","Z",0,4,0,0
"471",0,3,"male",18,0,0,7.25,"S","Mr","Z",0,1,1,1
"472",0,3,"male",38,0,0,8.6625,"S","Mr","Z",0,1,1,1
"473",1,2,"female",33,1,2,27.75,"S","Mrs","Z",0,4,0,1
"474",1,2,"female",23,0,0,13.7917,"C","Mrs","D",1,1,1,1
"475",0,3,"female",22,0,0,9.8375,"S","Miss","Z",0,1,1,1
"476",0,1,"male",65,0,0,52,"S","Mr","A",1,1,1,1
"477",0,2,"male",34,1,0,21,"S","Mr","Z",0,2,0,1
"478",0,3,"male",29,1,0,7.0458,"S","Mr","Z",0,2,0,1
"479",0,3,"male",22,0,0,7.5208,"S","Mr","Z",0,1,1,1
"480",1,3,"female",2,0,1,12.2875,"S","Miss","Z",0,2,0,0
"481",0,3,"male",9,5,2,46.9,"S","Master","Z",0,8,0,0
"482",0,2,"male",28,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"483",0,3,"male",50,0,0,8.05,"S","Mr","Z",0,1,1,1
"484",1,3,"female",63,0,0,9.5875,"S","Mrs","Z",0,1,1,1
"485",1,1,"male",25,1,0,91.0792,"C","Mr","B",1,2,0,1
"486",0,3,"female",5,3,1,25.4667,"S","Miss","Z",0,5,0,0
"487",1,1,"female",35,1,0,90,"S","Mrs","C",1,2,0,1
"488",0,1,"male",58,0,0,29.7,"C","Mr","B",1,1,1,1
"489",0,3,"male",30,0,0,8.05,"S","Mr","Z",0,1,1,1
"490",1,3,"male",9,1,1,15.9,"S","Master","Z",0,3,0,0
"491",0,3,"male",63,1,0,19.9667,"S","Mr","Z",0,2,0,1
"492",0,3,"male",21,0,0,7.25,"S","Mr","Z",0,1,1,1
"493",0,1,"male",55,0,0,30.5,"S","Mr","C",1,1,1,1
"494",0,1,"male",71,0,0,49.5042,"C","Mr","Z",0,1,1,1
"495",0,3,"male",21,0,0,8.05,"S","Mr","Z",0,1,1,1
"496",0,3,"male",22,0,0,14.4583,"C","Mr","Z",0,1,1,1
"497",1,1,"female",54,1,0,78.2667,"C","Miss","D",1,2,0,1
"498",0,3,"male",31,0,0,15.1,"S","Mr","Z",0,1,1,1
"499",0,1,"female",25,1,2,151.55,"S","Mrs","C",1,4,0,1
"500",0,3,"male",24,0,0,7.7958,"S","Mr","Z",0,1,1,1
"501",0,3,"male",17,0,0,8.6625,"S","Mr","Z",0,1,1,0
"502",0,3,"female",21,0,0,7.75,"Q","Miss","Z",0,1,1,1
"503",0,3,"female",14.5,0,0,7.6292,"Q","Miss","Z",0,1,1,0
"504",0,3,"female",37,0,0,9.5875,"S","Miss","Z",0,1,1,1
"505",1,1,"female",16,0,0,86.5,"S","Miss","B",1,1,1,0
"506",0,1,"male",18,1,0,108.9,"C","Mr","C",1,2,0,1
"507",1,2,"female",33,0,2,26,"S","Mrs","Z",0,3,0,1
"508",1,1,"male",38,0,0,26.55,"S","Mr","Z",0,1,1,1
"509",0,3,"male",28,0,0,22.525,"S","Mr","Z",0,1,1,1
"510",1,3,"male",26,0,0,56.4958,"S","Mr","Z",0,1,1,1
"511",1,3,"male",29,0,0,7.75,"Q","Mr","Z",0,1,1,1
"512",0,3,"male",18,0,0,8.05,"S","Mr","Z",0,1,1,1
"513",1,1,"male",36,0,0,26.2875,"S","Mr","E",1,1,1,1
"514",1,1,"female",54,1,0,59.4,"C","Mrs","Z",0,2,0,1
"515",0,3,"male",24,0,0,7.4958,"S","Mr","Z",0,1,1,1
"516",0,1,"male",47,0,0,34.0208,"S","Mr","D",1,1,1,1
"517",1,2,"female",34,0,0,10.5,"S","Mrs","F",1,1,1,1
"518",0,3,"male",31,0,0,24.15,"Q","Mr","Z",0,1,1,1
"519",1,2,"female",36,1,0,26,"S","Mrs","Z",0,2,0,1
"520",0,3,"male",32,0,0,7.8958,"S","Mr","Z",0,1,1,1
"521",1,1,"female",30,0,0,93.5,"S","Miss","B",1,1,1,1
"522",0,3,"male",22,0,0,7.8958,"S","Mr","Z",0,1,1,1
"523",0,3,"male",19,0,0,7.225,"C","Mr","Z",0,1,1,1
"524",1,1,"female",44,0,1,57.9792,"C","Mrs","B",1,2,0,1
"525",0,3,"male",18,0,0,7.2292,"C","Mr","Z",0,1,1,1
"526",0,3,"male",40.5,0,0,7.75,"Q","Mr","Z",0,1,1,1
"527",1,2,"female",50,0,0,10.5,"S","Miss","Z",0,1,1,1
"528",0,1,"male",37,0,0,221.7792,"S","Mr","C",1,1,1,1
"529",0,3,"male",39,0,0,7.925,"S","Mr","Z",0,1,1,1
"530",0,2,"male",23,2,1,11.5,"S","Mr","Z",0,4,0,1
"531",1,2,"female",2,1,1,26,"S","Miss","Z",0,3,0,0
"532",0,3,"male",36,0,0,7.2292,"C","Mr","Z",0,1,1,1
"533",0,3,"male",17,1,1,7.2292,"C","Mr","Z",0,3,0,0
"534",1,3,"female",41,0,2,22.3583,"C","Mrs","Z",0,3,0,1
"535",0,3,"female",30,0,0,8.6625,"S","Miss","Z",0,1,1,1
"536",1,2,"female",7,0,2,26.25,"S","Miss","Z",0,3,0,0
"537",0,1,"male",45,0,0,26.55,"S","Mr","B",1,1,1,1
"538",1,1,"female",30,0,0,106.425,"C","Miss","Z",0,1,1,1
"539",0,3,"male",36,0,0,14.5,"S","Mr","Z",0,1,1,1
"540",1,1,"female",22,0,2,49.5,"C","Miss","B",1,3,0,1
"541",1,1,"female",36,0,2,71,"S","Miss","B",1,3,0,1
"542",0,3,"female",9,4,2,31.275,"S","Miss","Z",0,7,0,0
"543",0,3,"female",11,4,2,31.275,"S","Miss","Z",0,7,0,0
"544",1,2,"male",32,1,0,26,"S","Mr","Z",0,2,0,1
"545",0,1,"male",50,1,0,106.425,"C","Mr","C",1,2,0,1
"546",0,1,"male",64,0,0,26,"S","Mr","Z",0,1,1,1
"547",1,2,"female",19,1,0,26,"S","Mrs","Z",0,2,0,1
"548",1,2,"male",28,0,0,13.8625,"C","Mr","Z",0,1,1,1
"549",0,3,"male",33,1,1,20.525,"S","Mr","Z",0,3,0,1
"550",1,2,"male",8,1,1,36.75,"S","Master","Z",0,3,0,0
"551",1,1,"male",17,0,2,110.8833,"C","Mr","C",1,3,0,0
"552",0,2,"male",27,0,0,26,"S","Mr","Z",0,1,1,1
"553",0,3,"male",36,0,0,7.8292,"Q","Mr","Z",0,1,1,1
"554",1,3,"male",22,0,0,7.225,"C","Mr","Z",0,1,1,1
"555",1,3,"female",22,0,0,7.775,"S","Miss","Z",0,1,1,1
"556",0,1,"male",62,0,0,26.55,"S","Mr","Z",0,1,1,1
"557",1,1,"female",48,1,0,39.6,"C","Mrs","A",1,2,0,1
"558",0,1,"male",37,0,0,227.525,"C","Mr","Z",0,1,1,1
"559",1,1,"female",39,1,1,79.65,"S","Mrs","E",1,3,0,1
"560",1,3,"female",36,1,0,17.4,"S","Mrs","Z",0,2,0,1
"561",0,3,"male",22,0,0,7.75,"Q","Mr","Z",0,1,1,1
"562",0,3,"male",40,0,0,7.8958,"S","Mr","Z",0,1,1,1
"563",0,2,"male",28,0,0,13.5,"S","Mr","Z",0,1,1,1
"564",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"565",0,3,"female",14,0,0,8.05,"S","Miss","Z",0,1,1,0
"566",0,3,"male",24,2,0,24.15,"S","Mr","Z",0,3,0,1
"567",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"568",0,3,"female",29,0,4,21.075,"S","Mrs","Z",0,5,0,1
"569",0,3,"male",22,0,0,7.2292,"C","Mr","Z",0,1,1,1
"570",1,3,"male",32,0,0,7.8542,"S","Mr","Z",0,1,1,1
"571",1,2,"male",62,0,0,10.5,"S","Mr","Z",0,1,1,1
"572",1,1,"female",53,2,0,51.4792,"S","Mrs","C",1,3,0,1
"573",1,1,"male",36,0,0,26.3875,"S","Mr","E",1,1,1,1
"574",1,3,"female",19,0,0,7.75,"Q","Miss","Z",0,1,1,1
"575",0,3,"male",16,0,0,8.05,"S","Mr","Z",0,1,1,0
"576",0,3,"male",19,0,0,14.5,"S","Mr","Z",0,1,1,1
"577",1,2,"female",34,0,0,13,"S","Miss","Z",0,1,1,1
"578",1,1,"female",39,1,0,55.9,"S","Mrs","E",1,2,0,1
"579",0,3,"female",22,1,0,14.4583,"C","Mrs","Z",0,2,0,1
"580",1,3,"male",32,0,0,7.925,"S","Mr","Z",0,1,1,1
"581",1,2,"female",25,1,1,30,"S","Miss","Z",0,3,0,1
"582",1,1,"female",39,1,1,110.8833,"C","Mrs","C",1,3,0,1
"583",0,2,"male",54,0,0,26,"S","Mr","Z",0,1,1,1
"584",0,1,"male",36,0,0,40.125,"C","Mr","A",1,1,1,1
"585",0,3,"male",31,0,0,8.7125,"C","Mr","Z",0,1,1,1
"586",1,1,"female",18,0,2,79.65,"S","Miss","E",1,3,0,1
"587",0,2,"male",47,0,0,15,"S","Mr","Z",0,1,1,1
"588",1,1,"male",60,1,1,79.2,"C","Mr","B",1,3,0,1
"589",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"590",0,3,"male",31,0,0,8.05,"S","Mr","Z",0,1,1,1
"591",0,3,"male",35,0,0,7.125,"S","Mr","Z",0,1,1,1
"592",1,1,"female",52,1,0,78.2667,"C","Mrs","D",1,2,0,1
"593",0,3,"male",47,0,0,7.25,"S","Mr","Z",0,1,1,1
"594",0,3,"female",21,0,2,7.75,"Q","Miss","Z",0,3,0,1
"595",0,2,"male",37,1,0,26,"S","Mr","Z",0,2,0,1
"596",0,3,"male",36,1,1,24.15,"S","Mr","Z",0,3,0,1
"597",1,2,"female",25,0,0,33,"S","Miss","Z",0,1,1,1
"598",0,3,"male",49,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"599",0,3,"male",18,0,0,7.225,"C","Mr","Z",0,1,1,1
"600",1,1,"male",49,1,0,56.9292,"C","Mr","A",1,2,0,1
"601",1,2,"female",24,2,1,27,"S","Mrs","Z",0,4,0,1
"602",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"603",0,1,"male",65,0,0,42.4,"S","Mr","Z",0,1,1,1
"604",0,3,"male",44,0,0,8.05,"S","Mr","Z",0,1,1,1
"605",1,1,"male",35,0,0,26.55,"C","Mr","Z",0,1,1,1
"606",0,3,"male",36,1,0,15.55,"S","Mr","Z",0,2,0,1
"607",0,3,"male",30,0,0,7.8958,"S","Mr","Z",0,1,1,1
"608",1,1,"male",27,0,0,30.5,"S","Mr","Z",0,1,1,1
"609",1,2,"female",22,1,2,41.5792,"C","Mrs","Z",0,4,0,1
"610",1,1,"female",40,0,0,153.4625,"S","Miss","C",1,1,1,1
"611",0,3,"female",39,1,5,31.275,"S","Mrs","Z",0,7,0,1
"612",0,3,"male",22,0,0,7.05,"S","Mr","Z",0,1,1,1
"613",1,3,"female",9,1,0,15.5,"Q","Miss","Z",0,2,0,0
"614",0,3,"male",31,0,0,7.75,"Q","Mr","Z",0,1,1,1
"615",0,3,"male",35,0,0,8.05,"S","Mr","Z",0,1,1,1
"616",1,2,"female",24,1,2,65,"S","Miss","Z",0,4,0,1
"617",0,3,"male",34,1,1,14.4,"S","Mr","Z",0,3,0,1
"618",0,3,"female",26,1,0,16.1,"S","Mrs","Z",0,2,0,1
"619",1,2,"female",4,2,1,39,"S","Miss","F",1,4,0,0
"620",0,2,"male",26,0,0,10.5,"S","Mr","Z",0,1,1,1
"621",0,3,"male",27,1,0,14.4542,"C","Mr","Z",0,2,0,1
"622",1,1,"male",42,1,0,52.5542,"S","Mr","D",1,2,0,1
"623",1,3,"male",20,1,1,15.7417,"C","Mr","Z",0,3,0,1
"624",0,3,"male",21,0,0,7.8542,"S","Mr","Z",0,1,1,1
"625",0,3,"male",21,0,0,16.1,"S","Mr","Z",0,1,1,1
"626",0,1,"male",61,0,0,32.3208,"S","Mr","D",1,1,1,1
"627",0,2,"male",57,0,0,12.35,"Q","Mr","Z",0,1,1,1
"628",1,1,"female",21,0,0,77.9583,"S","Miss","D",1,1,1,1
"629",0,3,"male",26,0,0,7.8958,"S","Mr","Z",0,1,1,1
"630",0,3,"male",31,0,0,7.7333,"Q","Mr","Z",0,1,1,1
"632",0,3,"male",51,0,0,7.0542,"S","Mr","Z",0,1,1,1
"633",1,1,"male",32,0,0,30.5,"C","Mr","B",1,1,1,1
"634",0,1,"male",65,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"635",0,3,"female",9,3,2,27.9,"S","Miss","Z",0,6,0,0
"636",1,2,"female",28,0,0,13,"S","Miss","Z",0,1,1,1
"637",0,3,"male",32,0,0,7.925,"S","Mr","Z",0,1,1,1
"638",0,2,"male",31,1,1,26.25,"S","Mr","Z",0,3,0,1
"639",0,3,"female",41,0,5,39.6875,"S","Mrs","Z",0,6,0,1
"640",0,3,"male",54,1,0,16.1,"S","Mr","Z",0,2,0,1
"641",0,3,"male",20,0,0,7.8542,"S","Mr","Z",0,1,1,1
"642",1,1,"female",24,0,0,69.3,"C","Miss","B",1,1,1,1
"643",0,3,"female",2,3,2,27.9,"S","Miss","Z",0,6,0,0
"644",1,3,"male",31,0,0,56.4958,"S","Mr","Z",0,1,1,1
"645",1,3,"female",0.75,2,1,19.2583,"C","Miss","Z",0,4,0,0
"646",1,1,"male",48,1,0,76.7292,"C","Mr","D",1,2,0,1
"647",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"648",1,1,"male",56,0,0,35.5,"C","Mr","A",1,1,1,1
"649",0,3,"male",31,0,0,7.55,"S","Mr","Z",0,1,1,1
"650",1,3,"female",23,0,0,7.55,"S","Miss","Z",0,1,1,1
"651",0,3,"male",22,0,0,7.8958,"S","Mr","Z",0,1,1,1
"652",1,2,"female",18,0,1,23,"S","Miss","Z",0,2,0,1
"653",0,3,"male",21,0,0,8.4333,"S","Mr","Z",0,1,1,1
"654",1,3,"female",19,0,0,7.8292,"Q","Miss","Z",0,1,1,1
"655",0,3,"female",18,0,0,6.75,"Q","Miss","Z",0,1,1,1
"656",0,2,"male",24,2,0,73.5,"S","Mr","Z",0,3,0,1
"657",0,3,"male",22,0,0,7.8958,"S","Mr","Z",0,1,1,1
"658",0,3,"female",32,1,1,15.5,"Q","Mrs","Z",0,3,0,1
"659",0,2,"male",23,0,0,13,"S","Mr","Z",0,1,1,1
"660",0,1,"male",58,0,2,113.275,"C","Mr","D",1,3,0,1
"661",1,1,"male",50,2,0,133.65,"S","Mr","Z",0,3,0,1
"662",0,3,"male",40,0,0,7.225,"C","Mr","Z",0,1,1,1
"663",0,1,"male",47,0,0,25.5875,"S","Mr","E",1,1,1,1
"664",0,3,"male",36,0,0,7.4958,"S","Mr","Z",0,1,1,1
"665",1,3,"male",20,1,0,7.925,"S","Mr","Z",0,2,0,1
"666",0,2,"male",32,2,0,73.5,"S","Mr","Z",0,3,0,1
"667",0,2,"male",25,0,0,13,"S","Mr","Z",0,1,1,1
"668",0,3,"male",18,0,0,7.775,"S","Mr","Z",0,1,1,1
"669",0,3,"male",43,0,0,8.05,"S","Mr","Z",0,1,1,1
"670",1,1,"female",35,1,0,52,"S","Mrs","C",1,2,0,1
"671",1,2,"female",40,1,1,39,"S","Mrs","Z",0,3,0,1
"672",0,1,"male",31,1,0,52,"S","Mr","B",1,2,0,1
"673",0,2,"male",70,0,0,10.5,"S","Mr","Z",0,1,1,1
"674",1,2,"male",31,0,0,13,"S","Mr","Z",0,1,1,1
"675",0,2,"male",28,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"676",0,3,"male",18,0,0,7.775,"S","Mr","Z",0,1,1,1
"677",0,3,"male",24.5,0,0,8.05,"S","Mr","Z",0,1,1,1
"678",1,3,"female",18,0,0,9.8417,"S","Miss","Z",0,1,1,1
"679",0,3,"female",43,1,6,46.9,"S","Mrs","Z",0,8,0,1
"680",1,1,"male",36,0,1,512.3292,"C","Mr","B",1,2,0,1
"681",0,3,"female",25,0,0,8.1375,"Q","Miss","Z",0,1,1,1
"682",1,1,"male",27,0,0,76.7292,"C","Mr","D",1,1,1,1
"683",0,3,"male",20,0,0,9.225,"S","Mr","Z",0,1,1,1
"684",0,3,"male",14,5,2,46.9,"S","Mr","Z",0,8,0,0
"685",0,2,"male",60,1,1,39,"S","Mr","Z",0,3,0,1
"686",0,2,"male",25,1,2,41.5792,"C","Mr","Z",0,4,0,1
"687",0,3,"male",14,4,1,39.6875,"S","Mr","Z",0,6,0,0
"688",0,3,"male",19,0,0,10.1708,"S","Mr","Z",0,1,1,1
"689",0,3,"male",18,0,0,7.7958,"S","Mr","Z",0,1,1,1
"690",1,1,"female",15,0,1,211.3375,"S","Miss","B",1,2,0,0
"691",1,1,"male",31,1,0,57,"S","Mr","B",1,2,0,1
"692",1,3,"female",4,0,1,13.4167,"C","Miss","Z",0,2,0,0
"693",1,3,"male",22,0,0,56.4958,"S","Mr","Z",0,1,1,1
"694",0,3,"male",25,0,0,7.225,"C","Mr","Z",0,1,1,1
"695",0,1,"male",60,0,0,26.55,"S","Mr","Z",0,1,1,1
"696",0,2,"male",52,0,0,13.5,"S","Mr","Z",0,1,1,1
"697",0,3,"male",44,0,0,8.05,"S","Mr","Z",0,1,1,1
"698",1,3,"female",21,0,0,7.7333,"Q","Miss","Z",0,1,1,1
"699",0,1,"male",49,1,1,110.8833,"C","Mr","C",1,3,0,1
"700",0,3,"male",42,0,0,7.65,"S","Mr","F",1,1,1,1
"701",1,1,"female",18,1,0,227.525,"C","Mrs","C",1,2,0,1
"702",1,1,"male",35,0,0,26.2875,"S","Mr","E",1,1,1,1
"703",0,3,"female",18,0,1,14.4542,"C","Miss","Z",0,2,0,1
"704",0,3,"male",25,0,0,7.7417,"Q","Mr","Z",0,1,1,1
"705",0,3,"male",26,1,0,7.8542,"S","Mr","Z",0,2,0,1
"706",0,2,"male",39,0,0,26,"S","Mr","Z",0,1,1,1
"707",1,2,"female",45,0,0,13.5,"S","Mrs","Z",0,1,1,1
"708",1,1,"male",42,0,0,26.2875,"S","Mr","E",1,1,1,1
"709",1,1,"female",22,0,0,151.55,"S","Miss","Z",0,1,1,1
"710",1,3,"male",9,1,1,15.2458,"C","Master","Z",0,3,0,0
"711",1,1,"female",24,0,0,49.5042,"C","Mrs","C",1,1,1,1
"712",0,1,"male",54,0,0,26.55,"S","Mr","C",1,1,1,1
"713",1,1,"male",48,1,0,52,"S","Mr","C",1,2,0,1
"714",0,3,"male",29,0,0,9.4833,"S","Mr","Z",0,1,1,1
"715",0,2,"male",52,0,0,13,"S","Mr","Z",0,1,1,1
"716",0,3,"male",19,0,0,7.65,"S","Mr","F",1,1,1,1
"717",1,1,"female",38,0,0,227.525,"C","Miss","C",1,1,1,1
"718",1,2,"female",27,0,0,10.5,"S","Miss","E",1,1,1,1
"719",0,3,"male",22,0,0,15.5,"Q","Mr","Z",0,1,1,1
"720",0,3,"male",33,0,0,7.775,"S","Mr","Z",0,1,1,1
"721",1,2,"female",6,0,1,33,"S","Miss","Z",0,2,0,0
"722",0,3,"male",17,1,0,7.0542,"S","Mr","Z",0,2,0,0
"723",0,2,"male",34,0,0,13,"S","Mr","Z",0,1,1,1
"724",0,2,"male",50,0,0,13,"S","Mr","Z",0,1,1,1
"725",1,1,"male",27,1,0,53.1,"S","Mr","E",1,2,0,1
"726",0,3,"male",20,0,0,8.6625,"S","Mr","Z",0,1,1,1
"727",1,2,"female",30,3,0,21,"S","Mrs","Z",0,4,0,1
"728",1,3,"female",21,0,0,7.7375,"Q","Miss","Z",0,1,1,1
"729",0,2,"male",25,1,0,26,"S","Mr","Z",0,2,0,1
"730",0,3,"female",25,1,0,7.925,"S","Miss","Z",0,2,0,1
